          id,state,district,crop_year,season,crop_names,area,temp,wind_speed,preasure,humidity,soil ,n ,p,k,production,yield
130089,TamilNadu,Krishnagiri,1997,Kharif     ,Maize,30300,20.4812741608257,2.054307138375,1014.87420052431,21.9513703430645,loamy,916.136,0,0,30000,0.99009900990099
130090,TamilNadu,Krishnagiri,1997,Kharif     ,Moong(Green Gram),46300,20.4716044286516,2.03296492277848,1015.26701711144,21.1373682519927,sandy,9.63,24.61,0,7600,0.164146868250539
130091,TamilNadu,Krishnagiri,1997,Kharif     ,Pulses total,1142,21.8812206911349,2.06514094853616,1015.70990179854,21.8245451358791,chalky,56.07,0,0,214,0.18739054290718
130092,TamilNadu,Krishnagiri,1997,Kharif     ,Rice,1600,20.4195906378395,2.07881501247531,1015.02406969045,21.181249269031,chalky,9,9,0,800,0.5
130093,TamilNadu,Krishnagiri,1997,Kharif     ,Total foodgrain,2542,20.7244321883598,2.10214282442202,1013.45749336688,20.9987125677684,chalky,0,0,0,1451,0.57081038552321
130094,TamilNadu,Krishnagiri,1997,Kharif     ,Urad,15000,21.9838176499316,1.98234112756182,1013.7725286273,21.3823637561265,silt,38.25,38.25,38.25,3400,0.226666666666666
130095,TamilNadu,Krishnagiri,1997,Rabi       ,Jowar,148600,20.2144120081791,2.09073089979349,1015.80697849629,20.9690153383379,clay,0,23.184,0,71000,0.477792732166891
130096,TamilNadu,Krishnagiri,1997,Rabi       ,Maize,1000,21.0997767937884,2.07021189189567,1014.84157984148,20.9120972600646,clay,5.64,14.664,14.664,1800,1.8
130097,TamilNadu,Krishnagiri,1997,Rabi       ,Other  Rabi pulses,30,22.0401092269541,1.98011262821755,1014.39276748475,20.6206612506792,silty,41.7,111.2,55.6,1,0.0333333333333333
130098,TamilNadu,Krishnagiri,1997,Rabi       ,Wheat,21600,21.5309743999224,2.07058625233932,1013.44507410568,20.1505310477192,silt,7.476,7.476,0,14800,0.685185185185185
130099,TamilNadu,Krishnagiri,1997,Summer     ,Maize,200,20.4228337786576,2.07375948234255,1015.88631053627,20.6699056596641,silty,2.1,5.25,2.1,300,1.5
130100,TamilNadu,Krishnagiri,1997,Whole Year ,Cotton(lint),1520,21.2141729558519,1.98084466251707,1013.79664727341,20.7857657068322,peaty,0,0,0,102700,67.5657894736842
130101,TamilNadu,Krishnagiri,1998,Kharif     ,Arhar/Tur,46100,20.8104213840004,2.10619973868363,1014.42460692385,21.5661419859771,loamy,3.392,4.24,0,26000,0.563991323210412
130102,TamilNadu,Krishnagiri,1998,Kharif     ,Bajra,80800,21.0967070650229,2.02237156852004,1015.70516529883,21.7159080817126,clay,2.8,0,0,64400,0.797029702970297
130103,TamilNadu,Krishnagiri,1998,Kharif     ,Castor seed,200,21.5028906769541,2.03587738090265,1015.99942756044,21.9634127820559,silty,2.898,2.898,0,100,0.5
130104,TamilNadu,Krishnagiri,1998,Kharif     ,Cotton(lint),162600,21.1383502533204,2.06478632881258,1013.99048781901,20.0478882117284,clay,0,0,0,173400,1.06642066420664
130105,TamilNadu,Krishnagiri,1998,Kharif     ,Groundnut,2300,20.1104128519455,1.99725256569858,1013.1445699636,20.9674827962978,chalky,901.37,0,0,1200,0.521739130434782
130106,TamilNadu,Krishnagiri,1998,Kharif     ,Jowar,36200,20.8202255284687,2.09433481512557,1013.05238731362,21.3300526122881,loamy,7.704,19.688,0,45800,1.26519337016574
130107,TamilNadu,Krishnagiri,1998,Kharif     ,Maize,33200,20.1017823722826,2.01909807314331,1015.04692593997,20.6075633727445,silty,50.568,0,0,73600,2.21686746987951
130108,TamilNadu,Krishnagiri,1998,Kharif     ,Moong(Green Gram),53200,20.3748460732995,2.00116779872267,1014.58732733843,21.5826376340717,peaty,8.22,8.22,0,29500,0.554511278195488
130109,TamilNadu,Krishnagiri,1998,Kharif     ,Niger seed,600,20.0314729270066,1.99783721461862,1014.75753476661,20.1352094072318,chalky,0.465,0.465,0.465,200,0.333333333333333
130110,TamilNadu,Krishnagiri,1998,Kharif     ,Other Kharif pulses,10900,20.0919937972547,2.04597940940612,1014.22045727994,21.9166856824747,sandy,38.25,38.25,38.25,4400,0.403669724770642
130111,TamilNadu,Krishnagiri,1998,Kharif     ,Rice,1100,20.5443623073348,2.09971381577402,1013.24953282926,20.1788232425182,clay,0,26.832,0,400,0.363636363636363
130112,TamilNadu,Krishnagiri,1998,Kharif     ,Sesamum,3800,21.4251671839622,2.07065019171579,1014.55713419864,21.6863444307297,silty,10.24,26.624,26.624,1000,0.263157894736842
130113,TamilNadu,Krishnagiri,1998,Kharif     ,Soyabean,4500,21.5179790959809,2.00556598619489,1013.79226116522,20.2078457990133,clay,41.496,110.656,55.328,6800,1.51111111111111
130114,TamilNadu,Krishnagiri,1998,Kharif     ,Sugarcane,6700,21.3973201006736,2.01128960599352,1013.55499483924,21.9356801308565,loamy,7.84,7.84,0,543100,81.0597014925373
130115,TamilNadu,Krishnagiri,1998,Kharif     ,Sunflower,8500,20.9792347234797,1.97680483262899,1014.80334065563,20.6713383660885,silt,7.504,18.76,7.504,3500,0.411764705882352
130116,TamilNadu,Krishnagiri,1998,Kharif     ,Urad,15100,20.6088886531504,1.97778544450803,1013.34389845521,22.0728019932605,chalky,0,0,0,9600,0.635761589403973
130117,TamilNadu,Krishnagiri,1998,Rabi       ,Gram,15900,20.6983326853761,2.07551496984201,1014.11185391606,20.7478802558694,silty,2.896,3.62,0,8300,0.522012578616352
130118,TamilNadu,Krishnagiri,1998,Rabi       ,Jowar,129900,20.5308158177279,2.10633828466903,1013.98714998329,21.1487865684298,clay,3.15,0,0,94500,0.727482678983833
130119,TamilNadu,Krishnagiri,1998,Rabi       ,Linseed,3200,21.2109473369652,2.02497762213384,1013.55431794182,21.6743608325852,loamy,3.45,3.45,0,700,0.21875
130120,TamilNadu,Krishnagiri,1998,Rabi       ,Maize,3200,20.9244895717751,1.97118218991345,1015.05364790603,20.1366487633829,chalky,0,0,0,5000,1.5625
130121,TamilNadu,Krishnagiri,1998,Rabi       ,Other  Rabi pulses,700,21.8309761226419,2.10795847594813,1014.35063651389,21.2007991276689,silt,902.566,0,0,300,0.428571428571428
130122,TamilNadu,Krishnagiri,1998,Rabi       ,Rapeseed &Mustard,200,20.9610896030561,2.10408510042578,1014.42078901701,21.1666135987869,peaty,6.516,16.652,0,,
130123,TamilNadu,Krishnagiri,1998,Rabi       ,Safflower,34400,20.3983119122089,1.99799660430295,1014.85604173155,20.0475690536144,clay,59.22,0,0,17800,0.517441860465116
130124,TamilNadu,Krishnagiri,1998,Rabi       ,Sunflower,12100,21.5155915777918,2.0847579156686,1015.13170473088,21.5538935346252,clay,7.68,7.68,0,5900,0.487603305785123
130125,TamilNadu,Krishnagiri,1998,Rabi       ,Wheat,30400,20.0790985692724,2.07296989917304,1015.40913443994,20.2122268820374,loamy,3.255,3.255,3.255,43200,1.42105263157894
130126,TamilNadu,Krishnagiri,1998,Summer     ,Groundnut,1600,20.4197596832229,2.04457252746654,1014.50334724554,21.6812096341351,silty,38.25,38.25,38.25,1500,0.9375
130127,TamilNadu,Krishnagiri,1998,Summer     ,Maize,500,21.0643184401428,2.08343561946626,1013.73523614795,21.8015562099138,loamy,0,28.048,0,700,1.4
130128,TamilNadu,Krishnagiri,1998,Summer     ,Sunflower,600,21.3787860625685,2.03861867328529,1015.06932627695,20.2708519307187,peaty,10.5,27.3,27.3,400,0.666666666666666
130129,TamilNadu,Krishnagiri,1999,Kharif     ,Arhar/Tur,47200,20.4116037563304,2.07964382706862,1014.35217360372,20.3170505914932,silty,39.72,105.92,52.96,22200,0.470338983050847
130130,TamilNadu,Krishnagiri,1999,Kharif     ,Bajra,84800,21.5478111957954,2.07011024812668,1015.06587887606,21.0969421803972,clay,8.008,8.008,0,61700,0.727594339622641
130131,TamilNadu,Krishnagiri,1999,Kharif     ,Castor seed,300,20.5855924558626,1.97354071530048,1014.14795026442,21.6794887949437,chalky,5.824,14.56,5.824,100,0.333333333333333
130132,TamilNadu,Krishnagiri,1999,Kharif     ,Cotton(lint),170300,21.5855590108827,2.00828781919968,1015.02858402775,21.3838430311151,loamy,0,0,0,121600,0.714034057545508
130133,TamilNadu,Krishnagiri,1999,Kharif     ,Groundnut,2300,20.6663602663345,1.98100400754761,1015.79277403995,20.3722522680286,sandy,3.008,3.76,0,1600,0.695652173913043
130134,TamilNadu,Krishnagiri,1999,Kharif     ,Jowar,37000,21.5475974943999,2.0104117668116,1014.67995674406,21.0608104966946,silty,2.775,0,0,39300,1.06216216216216
130135,TamilNadu,Krishnagiri,1999,Kharif     ,Maize,34100,21.7849757616581,2.09434931134288,1015.74432987849,20.4292801261924,loamy,2.921,2.921,0,61900,1.81524926686217
130136,TamilNadu,Krishnagiri,1999,Kharif     ,Moong(Green Gram),54500,21.5191334986456,2.00449661731551,1015.37340727191,21.4822158960129,silty,0,0,0,32300,0.592660550458715
130137,TamilNadu,Krishnagiri,1999,Kharif     ,Niger seed,800,21.2951101319714,2.07784040809024,1014.89224033644,20.7860285393695,sandy,928.372,0,0,200,0.25
130138,TamilNadu,Krishnagiri,1999,Kharif     ,Other Kharif pulses,13800,20.7674939560849,2.07474530921591,1014.1405928882,21.7853426817862,loamy,6.93,17.71,0,4700,0.340579710144927
130139,TamilNadu,Krishnagiri,1999,Kharif     ,Rice,1300,20.1462180180092,2.00290370618816,1015.60697763076,20.2039526797688,clay,52.08,0,0,700,0.538461538461538
130140,TamilNadu,Krishnagiri,1999,Kharif     ,Sesamum,4000,21.8513952962968,2.06129684388228,1013.02411630141,20.3774741535146,clay,8.6,8.6,0,1300,0.325
130141,TamilNadu,Krishnagiri,1999,Kharif     ,Soyabean,4400,21.9970309542274,1.987260591503,1015.07106064267,21.9169771699766,sandy,2.16,2.16,2.16,5600,1.27272727272727
130142,TamilNadu,Krishnagiri,1999,Kharif     ,Sunflower,7200,20.7539322365142,2.06864521006308,1014.55139455597,21.1701346087788,silt,38.25,38.25,38.25,3100,0.430555555555555
130143,TamilNadu,Krishnagiri,1999,Kharif     ,Urad,15300,20.4194591049514,2.09579079223642,1014.0995117128,20.623687066032,chalky,0,20.08,0,11300,0.738562091503268
130144,TamilNadu,Krishnagiri,1999,Rabi       ,Gram,17600,20.7018569249065,2.01462508295178,1013.28239453136,21.8226151144126,sandy,3.13,8.138,8.138,10900,0.619318181818181
130145,TamilNadu,Krishnagiri,1999,Rabi       ,Jowar,147800,22.0245373907772,2.0761752798849,1013.4359517286,21.5815168807135,chalky,38.688,103.168,51.584,123500,0.835588633288227
130146,TamilNadu,Krishnagiri,1999,Rabi       ,Linseed,3400,20.2026062754419,2.06728621759312,1014.60593383136,20.8820266946711,silt,7.588,7.588,0,800,0.235294117647058
130147,TamilNadu,Krishnagiri,1999,Rabi       ,Maize,3700,20.1731504270098,1.97153461512592,1015.45785289115,21.8887041487646,sandy,1.596,3.99,1.596,5800,1.56756756756756
130148,TamilNadu,Krishnagiri,1999,Rabi       ,Other  Rabi pulses,1000,20.8649886447834,2.01653598141759,1015.90040632579,20.3434443240933,silty,0,0,0,400,0.4
130149,TamilNadu,Krishnagiri,1999,Rabi       ,Rapeseed &Mustard,200,20.9215444387992,2.10902470636033,1014.2339765886,21.7769800487516,silty,2.8,3.5,0,100,0.5
130150,TamilNadu,Krishnagiri,1999,Rabi       ,Safflower,24100,21.2868979004055,2.0701871266837,1013.97044624023,20.8671050284333,peaty,2.525,0,0,10900,0.452282157676348
130151,TamilNadu,Krishnagiri,1999,Rabi       ,Sunflower,11900,21.5267365227574,2.05905394808906,1013.87951338686,20.4799681739589,chalky,3.91,3.91,0,8000,0.672268907563025
130152,TamilNadu,Krishnagiri,1999,Rabi       ,Wheat,30200,21.1202236360342,2.04273099308174,1015.56913671077,20.1245252209629,loamy,0,0,0,42200,1.39735099337748
130153,TamilNadu,Krishnagiri,1999,Summer     ,Groundnut,1500,20.2671527593543,2.06002628401623,1014.59828071212,21.7242454930024,chalky,920.828,0,0,1300,0.866666666666666
130154,TamilNadu,Krishnagiri,1999,Summer     ,Maize,500,20.3491280483247,2.05529711733801,1015.66351698683,20.1841743324244,silty,7.992,20.424,0,800,1.6
130155,TamilNadu,Krishnagiri,1999,Summer     ,Sunflower,600,20.1288195820525,2.10362842113023,1015.44357413982,21.6243986388011,chalky,40.908,0,0,300,0.5
130156,TamilNadu,Krishnagiri,1999,Whole Year ,Sugarcane,12700,20.9040251047881,1.97910353889837,1013.90911320278,20.7802952764942,chalky,7.66,7.66,0,960800,75.6535433070866
130157,TamilNadu,Krishnagiri,2000,Kharif     ,Arhar/Tur,45500,21.6648124255012,2.02451403991777,1014.49379959998,20.6780358899055,silt,0.975,0.975,0.975,18300,0.402197802197802
130158,TamilNadu,Krishnagiri,2000,Kharif     ,Bajra,93200,20.1612653448429,2.0914594229743,1014.91707953815,21.1650845464202,silty,38.25,38.25,38.25,76200,0.817596566523605
130159,TamilNadu,Krishnagiri,2000,Kharif     ,Castor seed,800,20.0303812405838,2.10031335665771,1015.56903865578,21.8836772126935,silt,0,15.712,0,400,0.5
130160,TamilNadu,Krishnagiri,2000,Kharif     ,Cotton(lint),138200,21.2467886962455,2.03450701482221,1014.57838450765,21.9639878818223,sandy,3.61,9.386,9.386,93600,0.677279305354558
130161,TamilNadu,Krishnagiri,2000,Kharif     ,Groundnut,2000,21.1614140385586,2.05469756625391,1015.88248855487,20.6264773488781,sandy,37.704,100.544,50.272,1000,0.5
130162,TamilNadu,Krishnagiri,2000,Kharif     ,Jowar,28000,20.6276832961421,1.97364050504934,1013.25405185145,21.1562373937546,silt,4.62,4.62,0,28600,1.02142857142857
130163,TamilNadu,Krishnagiri,2000,Kharif     ,Maize,41900,21.8222566325869,1.97590537475822,1013.37481580106,21.59113172923,loamy,2.422,6.055,2.422,39900,0.952267303102625
130164,TamilNadu,Krishnagiri,2000,Kharif     ,Moong(Green Gram),59800,21.6882618023227,2.07345570571563,1013.15812259599,21.006363123266,loamy,0,0,0,26400,0.441471571906354
130165,TamilNadu,Krishnagiri,2000,Kharif     ,Niger seed,900,20.1141674786887,2.0733936556092,1013.69392807613,21.1999461717447,sandy,2.288,2.86,0,200,0.222222222222222
130166,TamilNadu,Krishnagiri,2000,Kharif     ,Other Kharif pulses,19100,20.4602588328068,2.08286569150852,1015.45461338029,20.8645341276842,chalky,2.1,0,0,6200,0.324607329842931
130167,TamilNadu,Krishnagiri,2000,Kharif     ,Rice,1200,20.7228827494077,2.06907915735442,1014.90215568495,21.5563124186005,clay,1.771,1.771,0,700,0.583333333333333
130168,TamilNadu,Krishnagiri,2000,Kharif     ,Sesamum,4100,20.0927258536245,2.02152335269568,1015.06580861377,20.3499384908955,sandy,0,0,0,1000,0.24390243902439
130169,TamilNadu,Krishnagiri,2000,Kharif     ,Small millets,12200,21.8497966167663,1.97752315629248,1014.03882462148,20.148178014379,chalky,890.974,0,0,7100,0.581967213114754
130170,TamilNadu,Krishnagiri,2000,Kharif     ,Soyabean,4700,20.2213595291123,2.03010814692035,1014.01039651378,20.6303018103519,loamy,6.858,17.526,0,2300,0.489361702127659
130171,TamilNadu,Krishnagiri,2000,Kharif     ,Sunflower,5500,20.0874208320619,1.97488899480705,1014.76443712342,20.8249087969136,sandy,27.195,0,0,2600,0.472727272727272
130172,TamilNadu,Krishnagiri,2000,Kharif     ,Urad,15400,20.8574355405356,2.0559260039443,1015.58060335256,21.2400626482597,loamy,7.46,7.46,0,6400,0.415584415584415
130173,TamilNadu,Krishnagiri,2000,Rabi       ,Gram,11900,21.438729948781,2.05089680233314,1015.74062422507,20.4548948563739,loamy,0.045,0.045,0.045,5900,0.495798319327731
130174,TamilNadu,Krishnagiri,2000,Rabi       ,Jowar,149300,20.3725187335581,2.09387832428322,1014.61567220249,20.1185162412329,peaty,38.25,38.25,38.25,104900,0.702612190221031
130175,TamilNadu,Krishnagiri,2000,Rabi       ,Linseed,2400,20.3596632534781,1.97836192243295,1015.48826727302,21.9726598953218,silty,0,10.368,0,600,0.25
130176,TamilNadu,Krishnagiri,2000,Rabi       ,Maize,3700,21.0109506352478,2.10563584322378,1014.11427832369,20.3053841745476,peaty,5.3,13.78,13.78,4300,1.16216216216216
130177,TamilNadu,Krishnagiri,2000,Rabi       ,Other  Rabi pulses,300,20.4634244420003,2.02372313861864,1015.45457998292,20.6109014171996,silt,36.84,98.24,49.12,100,0.333333333333333
130178,TamilNadu,Krishnagiri,2000,Rabi       ,Rapeseed &Mustard,600,21.1356925545502,2.05242279391502,1014.11902199651,20.5590340989648,chalky,3.276,3.276,0,100,0.166666666666666
130179,TamilNadu,Krishnagiri,2000,Rabi       ,Safflower,20700,20.3565895573061,2.0143640087908,1014.39914983341,20.8473871695325,clay,1.288,3.22,1.288,9700,0.468599033816425
130180,TamilNadu,Krishnagiri,2000,Rabi       ,Sunflower,5200,20.0640857821322,2.06770772208052,1013.21349819693,21.952562665394,loamy,0,0,0,2500,0.48076923076923
130181,TamilNadu,Krishnagiri,2000,Rabi       ,Wheat,24300,20.9963545938678,2.09064642134796,1015.26053502165,21.5723645147222,peaty,0,0,0,60200,2.47736625514403
130182,TamilNadu,Krishnagiri,2000,Summer     ,Groundnut,1400,21.2828885458566,2.01527506438989,1013.44885244301,20.5190436630744,chalky,1.325,0,0,1400,1
130183,TamilNadu,Krishnagiri,2000,Summer     ,Sunflower,100,21.3138821086588,2.08033956642,1013.81939848321,20.113892453974,sandy,5.98,5.98,0,200,2
130184,TamilNadu,Krishnagiri,2000,Whole Year ,Sugarcane,16000,21.4709997547202,1.9981833655151,1014.434799876,20.2363460588706,peaty,0,0,0,1241700,77.60625
130185,TamilNadu,Krishnagiri,2001,Kharif     ,Arhar/Tur,42100,20.2125092115879,1.98874444598617,1015.06679560819,21.5432621646287,sandy,740.002,0,0,23400,0.555819477434679
130186,TamilNadu,Krishnagiri,2001,Kharif     ,Bajra,76700,20.3419352712931,2.05630691553651,1014.17827011475,21.9611645090561,clay,32.508,83.076,0,54900,0.715775749674054
130187,TamilNadu,Krishnagiri,2001,Kharif     ,Castor seed,200,20.9815936509818,2.00678492465935,1013.50430654323,20.7841597769069,sandy,7.371,0,0,10,0.05
130188,TamilNadu,Krishnagiri,2001,Kharif     ,Cotton(lint),157200,21.7835479487599,2.0119771196453,1015.12085961837,20.911644231858,silty,16.82,16.82,0,183400,1.16666666666666
130189,TamilNadu,Krishnagiri,2001,Kharif     ,Groundnut,1600,22.0432624716602,1.99081419161645,1014.46752270006,21.6987266195342,peaty,5.7,5.7,5.7,700,0.4375
130190,TamilNadu,Krishnagiri,2001,Kharif     ,Jowar,24600,21.8138259183838,2.10836012478642,1014.48236528284,20.5761665997375,silty,0,0,0,30300,1.23170731707317
130191,TamilNadu,Krishnagiri,2001,Kharif     ,Maize,38600,21.6739920773916,2.04546928552123,1014.1454184951,20.8639563021228,chalky,0,36,0,56800,1.47150259067357
130192,TamilNadu,Krishnagiri,2001,Kharif     ,Moong(Green Gram),59000,20.1163535878034,2.0417460125114,1014.68167557147,20.950618875075,silt,6.68,17.368,17.368,17000,0.288135593220339
130193,TamilNadu,Krishnagiri,2001,Kharif     ,Niger seed,1000,21.039818247593,2.07783532464352,1013.2534098195,20.0471208604386,chalky,7.656,20.416,10.208,200,0.2
130194,TamilNadu,Krishnagiri,2001,Kharif     ,Other Kharif pulses,9000,21.0957438857362,2.00211444242348,1014.34830412754,20.834044959444,silt,1.148,1.148,0,2100,0.233333333333333
130195,TamilNadu,Krishnagiri,2001,Kharif     ,Rice,600,20.8954939970693,2.05254997029553,1015.24303302832,21.4367871606388,sandy,0,0,0,400,0.666666666666666
130196,TamilNadu,Krishnagiri,2001,Kharif     ,Sesamum,3900,20.0518519307758,2.02712698827155,1014.79432564068,20.5977235879219,clay,0,0,0,900,0.23076923076923
130197,TamilNadu,Krishnagiri,2001,Kharif     ,Small millets,6500,20.1497550237713,2.08638005483248,1015.46622541677,20.4506753534959,clay,0.224,0.28,0,4100,0.63076923076923
130198,TamilNadu,Krishnagiri,2001,Kharif     ,Soyabean,5100,21.6035832173161,1.97033678806614,1014.15243415066,20.7532416446595,silty,0.5,0,0,3900,0.764705882352941
130199,TamilNadu,Krishnagiri,2001,Kharif     ,Sunflower,2400,21.7958935017067,2.09879027962279,1013.37122862761,20.9926334317441,silt,0,0,0,800,0.333333333333333
130200,TamilNadu,Krishnagiri,2001,Kharif     ,Urad,21500,20.8150828780502,1.99572880078574,1014.00452245761,20.8456442323455,sandy,598.552,0,0,9400,0.437209302325581
130201,TamilNadu,Krishnagiri,2001,Rabi       ,Gram,15600,20.8207333972986,1.99847370494779,1015.94521240388,21.6399266749592,silty,7.182,18.354,0,10000,0.641025641025641
130202,TamilNadu,Krishnagiri,2001,Rabi       ,Jowar,166000,20.0283656534433,2.10919331654505,1013.39005229513,20.512497489748,silty,35.742,0,0,148400,0.893975903614457
130203,TamilNadu,Krishnagiri,2001,Rabi       ,Linseed,1700,20.4318716532341,2.02014438073705,1014.94297389821,21.1041219707277,loamy,8.74,8.74,0,400,0.235294117647058
130204,TamilNadu,Krishnagiri,2001,Rabi       ,Maize,2500,20.4810753983269,2.01652113446506,1014.83499275448,21.9788606125994,loamy,0.615,0.615,0.615,4600,1.84
130205,TamilNadu,Krishnagiri,2001,Rabi       ,Other  Rabi pulses,400,21.0157744815623,2.05688956122501,1015.09713094082,21.5721988962934,sandy,38.25,38.25,38.25,200,0.5
130206,TamilNadu,Krishnagiri,2001,Rabi       ,Rapeseed &Mustard,100,21.1571928905614,1.98388799051979,1015.69069229916,21.2434095900611,loamy,0,3.104,0,10,0.1
130207,TamilNadu,Krishnagiri,2001,Rabi       ,Safflower,24300,21.7221991071186,2.0232723246788,1014.973910075,20.7183876014852,loamy,4.53,11.778,11.778,15200,0.625514403292181
130208,TamilNadu,Krishnagiri,2001,Rabi       ,Small millets,100,20.9395691785027,2.10627575287574,1013.25533428126,21.4799567958867,peaty,39.204,104.544,52.272,0,0
130209,TamilNadu,Krishnagiri,2001,Rabi       ,Sunflower,6700,20.6626206804477,1.98425133535902,1013.42296501499,21.5176488205194,sandy,4.284,4.284,0,2900,0.432835820895522
130210,TamilNadu,Krishnagiri,2001,Rabi       ,Wheat,28400,20.2577952232042,2.09613712692963,1013.68729344983,20.1795733721603,silt,0,0,0,41600,1.46478873239436
130211,TamilNadu,Krishnagiri,2001,Summer     ,Groundnut,700,20.9460543921174,1.97205757122947,1015.2276823099,20.8238175874116,silt,1.501,1.501,1.501,900,1.28571428571428
130212,TamilNadu,Krishnagiri,2001,Summer     ,Maize,100,20.5436870696448,2.06258581819082,1013.48787116247,20.03713629196,silty,1.728,2.16,0,100,1
130213,TamilNadu,Krishnagiri,2001,Summer     ,Sunflower,100,21.1376589197598,1.97704554966851,1014.74825400654,21.4961308401571,loamy,2.65,0,0,100,1
130214,TamilNadu,Krishnagiri,2001,Whole Year ,Sugarcane,12700,20.7161811548429,2.04853935439974,1013.88731703493,20.0840610144458,sandy,3.496,3.496,0,797200,62.771653543307
130215,TamilNadu,Krishnagiri,2002,Kharif     ,Arhar/Tur,48000,20.5628555148067,2.07054269704237,1015.9132433127,20.7173149250479,peaty,0,0,0,30300,0.63125
130216,TamilNadu,Krishnagiri,2002,Kharif     ,Bajra,86400,20.9031747939642,2.01002441190657,1013.3358837866,20.4191206331075,sandy,834.164,0,0,83900,0.971064814814814
130217,TamilNadu,Krishnagiri,2002,Kharif     ,Castor seed,300,21.3168083060166,2.0434249338699,1015.90961967612,21.1755721849546,sandy,4.068,10.396,0,100,0.333333333333333
130218,TamilNadu,Krishnagiri,2002,Kharif     ,Cotton(lint),144900,21.8011912081246,2.10449164503575,1015.73907811053,21.5939506806804,chalky,49.329,0,0,200000,1.38026224982746
130219,TamilNadu,Krishnagiri,2002,Kharif     ,Groundnut,1200,21.5104809549213,2.10297493941988,1013.23236617692,21.5527738651797,peaty,6.38,6.38,0,1000,0.833333333333333
130220,TamilNadu,Krishnagiri,2002,Kharif     ,Jowar,16400,20.7013366138042,2.07637397146786,1015.82475883994,20.4304849290452,sandy,0.825,0.825,0.825,22800,1.39024390243902
130221,TamilNadu,Krishnagiri,2002,Kharif     ,Maize,54400,21.0425593563309,2.04122314988235,1013.5202774561,20.7776548232566,chalky,38.25,38.25,38.25,119300,2.19301470588235
130222,TamilNadu,Krishnagiri,2002,Kharif     ,Moong(Green Gram),54200,20.0304510047747,2.03651039590343,1015.63274973724,21.3945530211512,clay,0,5.184,0,31800,0.586715867158671
130223,TamilNadu,Krishnagiri,2002,Kharif     ,Niger seed,1100,20.6391572566411,1.99535399471632,1014.13263378312,20.0777898309905,clay,2.08,5.408,5.408,300,0.272727272727272
130224,TamilNadu,Krishnagiri,2002,Kharif     ,Other Kharif pulses,8400,21.8323308364119,1.99723766276506,1013.48545537407,20.0276047290561,clay,22.572,60.192,30.096,1400,0.166666666666666
130225,TamilNadu,Krishnagiri,2002,Kharif     ,Rice,600,21.6517068680403,2.06183795154556,1013.52145769396,20.1875174393135,silty,8.876,8.876,0,100,0.166666666666666
130226,TamilNadu,Krishnagiri,2002,Kharif     ,Sesamum,4200,21.0959063234793,2.06045040944075,1015.40056925662,21.6294779749461,clay,0,0,0,1300,0.309523809523809
130227,TamilNadu,Krishnagiri,2002,Kharif     ,Small millets,300,20.7140010957031,2.03843521562621,1015.92173028661,21.1031183734784,clay,0,0,0,100,0.333333333333333
130228,TamilNadu,Krishnagiri,2002,Kharif     ,Soyabean,6200,20.1848182544715,1.99638165520738,1013.07551447442,20.2570939154544,peaty,1.6,2,0,10200,1.64516129032258
130229,TamilNadu,Krishnagiri,2002,Kharif     ,Sunflower,4800,21.6693175566112,2.04750646157043,1013.03948251023,21.6403770408695,sandy,1.775,0,0,2300,0.479166666666666
130230,TamilNadu,Krishnagiri,2002,Kharif     ,Urad,19000,20.9123109240928,1.99753885860472,1015.33567262818,21.6426045678061,silty,2.484,2.484,0,16700,0.878947368421052
130231,TamilNadu,Krishnagiri,2002,Rabi       ,Gram,15700,21.5790204155804,1.97661407913358,1013.47486082902,20.5814601185326,clay,0,0,0,11900,0.75796178343949
130232,TamilNadu,Krishnagiri,2002,Rabi       ,Jowar,154900,21.0797473512226,2.08779179646997,1015.53686947613,21.2169760732092,clay,843.64,0,0,143900,0.928986442866365
130233,TamilNadu,Krishnagiri,2002,Rabi       ,Linseed,1800,21.7115968369024,2.04254503045971,1015.1162799886,21.1509667446276,clay,6.39,16.33,0,400,0.222222222222222
130234,TamilNadu,Krishnagiri,2002,Rabi       ,Maize,3100,20.2092934768955,2.03784021428844,1014.05239434231,21.1344264626747,sandy,50.673,0,0,3500,1.12903225806451
130235,TamilNadu,Krishnagiri,2002,Rabi       ,Other  Rabi pulses,300,21.2035801532419,2.01640950270108,1015.18166007681,21.0992187826596,silty,8.54,8.54,0,100,0.333333333333333
130236,TamilNadu,Krishnagiri,2002,Rabi       ,Rapeseed &Mustard,400,21.4207557667346,2.09095770536246,1013.7596444252,21.864706611119,silt,2.535,2.535,2.535,100,0.25
130237,TamilNadu,Krishnagiri,2002,Rabi       ,Safflower,22300,21.7734640601694,2.00636390807746,1013.06985013139,20.1083124027406,chalky,38.25,38.25,38.25,14300,0.641255605381165
130238,TamilNadu,Krishnagiri,2002,Rabi       ,Sunflower,6700,21.5254412527635,2.08604583809934,1013.00213668572,20.9536037416366,clay,0,25.136,0,2800,0.417910447761194
130239,TamilNadu,Krishnagiri,2002,Rabi       ,Wheat,27600,21.0760069170503,1.98827733581022,1015.92935114357,20.0425016230351,loamy,7.36,19.136,19.136,44000,1.59420289855072
130240,TamilNadu,Krishnagiri,2002,Summer     ,Groundnut,100,20.8753735513485,2.00393377805887,1014.13383119204,20.4187716268939,silty,16.008,42.688,21.344,100,1
